name,permalink,sector,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at
liveu,/company/liveu,news,50000000.0,operating,ISR,,Kfar Saba,kfar saba,4.0,2006-01-01
peel,/company/peel,games_video,16700000.0,operating,USA,CA,SF Bay,mountain view,2.0,2009-01-01
coolerado,/company/coolerado-corp,cleantech,7200000.0,operating,USA,,Denver,denver,1.0,2004-01-01
vipshop,/company/vipshop,ecommerce,20000000.0,operating,CHN,,China - Other,,1.0,2008-01-01
valmet automotive,/company/valmet-automotive,automotive,27834000.0,operating,FIN,,Uusikaupunki,uusikaupunki,1.0,1968-01-01
web international english,/company/web-international-english,education,10000000.0,operating,CHN,,China - Other,,1.0,
redhill biopharma,/company/redhill-biopharma,biotech,10000000.0,operating,ISR,,Ramat Gan,ramat-gan,1.0,
healthcaresource,/company/healthcaresource,software,11200000.0,operating,USA,MA,Boston,woburn,1.0,1992-01-01
gazillion entertainment,/company/gazillion-entertainment,games_video,103000000.0,operating,USA,CA,SF Bay,san mateo,4.0,2005-01-01
balconytv,/company/balconytv,games_video,871189.0,operating,IRL,,Dublin,dublin,3.0,2006-06-01
constellation research,/company/constellation-research,consulting,3000000.0,operating,USA,CA,Monta Vista,monta vista,1.0,2010-11-09
crowdmob,/company/crowdmob,mobile,1000000.0,operating,USA,CA,SF Bay,san francisco,1.0,2010-09-01
navic networks,/company/navic-networks,advertising,42000000.0,acquired,USA,MA,Boston,waltham,3.0,2000-01-03
monetate,/company/monetate,enterprise,46087662.0,operating,USA,PA,Philadelphia,philadelphia,6.0,2008-03-01
apangea learning,/company/apangea-learning,,4499250.0,operating,USA,PA,Pittsburg,pittsburgh,1.0,
crittercism,/company/crittercism,mobile,25824256.0,operating,USA,CA,SF Bay,san francisco,4.0,2011-01-01
shareable ink,/company/shareable-ink,enterprise,24700000.0,operating,USA,TN,Nashville,nashville,5.0,2009-01-01
senselogix,/company/senselogix,enterprise,3202883.0,operating,GBR,,Saint Asaph,st. asaph,2.0,
driverside,/company/driverside,automotive,10607806.0,operating,USA,CA,SF Bay,san francisco,3.0,2007-09-01
merrimack pharmaceuticals,/company/merrimack-pharmaceuticals,biotech,79440000.0,ipo,USA,MA,Boston,cambridge,3.0,
xeros,/company/xeros,cleantech,20604685.0,operating,GBR,,South Yorkshire,south yorkshire,2.0,2012-01-01
themobilegamer (tmg),/company/the-mobile-gamer,games_video,2300000.0,operating,SGP,,Singapore,singapore,5.0,2008-01-01
ejamming,/company/ejamming,games_video,1840000.0,operating,USA,FL,Palm Beach,boca raton,2.0,
augmentra,/company/augmentra,mobile,1334600.0,operating,GBR,,London,cambridge,3.0,2006-01-01
agworld pty ltd,/company/agworld-pty-ltd,software,6063787.0,operating,AUS,,West Leederville,west leederville,3.0,
magicrooms solutions india (p)ltd.,/company/magicrooms-solutions-india-p-ltd,travel,1490000.0,closed,IND,,Bangalore,bangalore,1.0,
movity,/company/movity-com,web,1300000.0,acquired,USA,CA,SF Bay,san francisco,1.0,2009-12-01
lot18,/company/lot18,hospitality,44500000.0,operating,USA,NY,New York,new york,5.0,2010-01-01
kalistick,/company/kalistick,analytics,1300000.0,operating,FRA,,Villeurbanne,villeurbanne,1.0,2007-11-17
dynamic signal,/company/dynamic-signal,software,21300000.0,operating,USA,CA,SF Bay,san bruno,2.0,2010-01-01
coro health,/company/coro-health,health,2000000.0,operating,USA,TX,Austin,austin,1.0,
expertbids.com,/company/expertbids-com,consulting,20000.0,operating,USA,IL,Chicago,chicago,1.0,2010-11-01
agilis systems,/company/agilis-systems,mobile,5000000.0,operating,USA,MO,Saint Louis,st. louis,1.0,
technisys,/company/technisys-net,software,1000000.0,operating,,,unknown,,1.0,1999-03-01
open english,/company/open-english,education,120250000.0,operating,USA,FL,Coconut Grove,coconut grove,5.0,2006-07-13
realgravity,/company/realgravity,enterprise,3500000.0,acquired,USA,CA,Los Angeles,los angeles,2.0,
waysgo,/company/waysgo,web,2000000.0,operating,USA,CA,SF Bay,san francisco,1.0,2009-01-01
ncontact surgical,/company/ncontact-surgical,medical,23169587.0,operating,USA,NC,Raleigh-Durham,morrisville,3.0,2005-01-01
turbulenz,/company/turbulenz,games_video,5000000.0,operating,GBR,,London,guildford,1.0,2009-01-01
md7,/company/md7,finance,50000000.0,operating,USA,CA,San Diego,san diego,1.0,
novatract surgical,/company/novatract-surgical,medical,3170000.0,operating,USA,CT,New Haven,new haven,4.0,2010-01-01
techshop,/company/techshop,software,4700000.0,operating,USA,CA,SF Bay,menlo park,2.0,2006-01-01
rollapp,/company/rollapp,software,1350000.0,operating,USA,CA,SF Bay,palo alto,2.0,2010-05-10
biodesix,/company/biodesix,biotech,67600000.0,operating,USA,CO,Denver,broomfield,7.0,2005-01-01
third screen media,/company/thirdscreenmedia,web,8000000.0,acquired,USA,MA,Boston,boston,2.0,
cauwill technologies,/company/cauwill-technologies,software,200430.0,operating,IRL,,Limerick,limerick,1.0,2009-07-01
voicebase,/company/voicebase,enterprise,700000.0,operating,USA,CA,SF Bay,novato,1.0,2010-01-01
wealth india financial services,/company/wealth-india-financial-services,finance,651000.0,operating,IND,,Chennai,chennai,1.0,
appshare,/company/appshare,enterprise,783604.0,operating,GBR,,Glasgow,glasgow,2.0,
paperton,/company/iread-new-media,news,278767.0,operating,SWE,,Karlstad,karlstad,1.0,
civico,/company/civico,government,236000.0,operating,GBR,,United Kingdom - Other,,1.0,
medallia,/company/medallia,software,55000000.0,operating,USA,CA,SF Bay,palo alto,2.0,2002-01-01
imagevision,/company/image-vision-labs,software,4169000.0,operating,USA,TX,Anna,anna,2.0,2009-03-12
joyride auto community,/company/joyride,social,1000000.0,closed,USA,AZ,Phoenix,phoenix,1.0,2009-10-30
frequent browser,/company/frequent-browser,advertising,200000.0,closed,USA,IL,Chicago,chicago,1.0,2010-07-01
navman wireless oem solutions,/company/navman,mobile,5000000.0,acquired,USA,IL,Chicago,glenview,1.0,2001-01-01
tvoop,/company/tvoop,other,800000.0,operating,USA,CA,Tarzana,tarzana,2.0,2009-01-01
houzz,/company/houzz,web,48600000.0,operating,USA,CA,SF Bay,palo alto,3.0,2009-01-01
installmonetizer,/company/installmonetizer,advertising,500000.0,operating,USA,CA,SF Bay,san jose,1.0,2010-05-01
wmbly,/company/wmbly,web,20000.0,operating,USA,,United States - Other,,1.0,2010-04-01
aires pharmaceuticals,/company/aires-pharmaceuticals,biotech,20000000.0,operating,USA,CA,San Diego,san diego,1.0,2006-12-01
arbor pharmaceuticals,/company/arbor-pharmaceuticals,biotech,34800000.0,operating,USA,GA,Atlanta,atlanta,1.0,2006-01-01
orbster,/company/orbster,mobile,736050.0,operating,IND,,Bangalore,bangalore,1.0,2008-01-01
sugar free media,/company/sugar-free-media,advertising,74584.0,operating,GBR,,Swanage,swanage,1.0,
magma hq,/company/magma-hq,software,369311.0,acquired,DNK,,DNK,copenhagen,2.0,2010-08-16
domain holdings group,/company/domain-holdings,network_hosting,2900000.0,operating,USA,FL,Palm Beach,delray beach,1.0,2010-11-01
searchmetrics,/company/searchmetrics,analytics,6750000.0,operating,DEU,,Berlin,berlin,1.0,2007-01-01
jobaline,/company/jobaline,web,4300000.0,operating,USA,WA,Seattle,kirkland,2.0,2012-11-30
shopit,/company/shopit,ecommerce,31490.0,acquired,USA,CA,Los Angeles,los angeles,1.0,
mob science,/company/mob-science,games_video,4650000.0,acquired,USA,CA,San Diego,carlsbad,2.0,2008-01-01
buyanihan,/company/buyanihan,ecommerce,200000.0,operating,PHL,,Makati City,makati city,1.0,2010-06-01
mobileglobe,/company/mobileglobe,public_relations,791080.0,operating,FRA,,Paris,paris,2.0,2005-12-06
d square nv,/company/d-square-nv,software,2866335.0,operating,BEL,,Hasselt,hasselt,3.0,2007-12-01
takadu,/company/takadu,cleantech,6000000.0,operating,ISR,,Yehud,yehud,1.0,2009-01-01
amotech,/company/amotech,mobile,400000.0,closed,ISR,,Lehavim,lehavim,2.0,2010-06-21
c7 group,/company/c7-group,consulting,50000.0,operating,USA,CA,Sacramento,sacramento,1.0,2010-09-01
readoz,/company/readoz,news,2200000.0,operating,USA,IL,Chicago,chicago,1.0,
delenex therapeutics,/company/delenex-therapeutics,biotech,41300000.0,operating,CHE,,Zürich-Schlieren,zürich-schlieren,3.0,2009-01-01
g-volution,/company/g-volution,cleantech,644693.0,operating,GBR,,Newport. Gwent,newport. gwent,1.0,
locamoda,/company/locamoda,advertising,7900000.0,acquired,USA,MA,Boston,cambridge,3.0,2007-01-01
inertia beverage group,/company/winedirect-2,software,25500100.0,closed,USA,CA,Napa,napa,3.0,2004-10-22
telesocial,/company/telesocial,public_relations,1093493.0,operating,USA,CA,SF Bay,san francisco,2.0,2008-08-15
nanodetection technology,/company/nanodetection-technology,medical,2300000.0,operating,USA,TN,Knoxville,knoxville,2.0,
nanoice,/company/nanoice,other,500000.0,operating,USA,WA,Seattle,mill creek,1.0,
tunecore,/company/tunecore,games_video,7000000.0,operating,USA,NY,New York,brooklyn,1.0,2005-11-01
youeye,/company/youeye,web,3000000.0,operating,USA,CA,SF Bay,mountain view,1.0,2011-01-28
baobab planet,/company/baobab-planet,games_video,1854110.0,operating,ESP,,Barcelona,barcelona,2.0,2008-01-01
internet mall,/company/internet-mall,ecommerce,88615600.0,operating,CZE,,Praha,praha,2.0,2000-01-01
cooliris,/company/cooliris,web,28100000.0,operating,USA,CA,SF Bay,palo alto,3.0,2006-01-01
ccp games,/company/ccp-games,games_video,36300000.0,operating,ISL,,Reykjavik,reykjavik,2.0,1997-06-01
flud,/company/flud,enterprise,2100000.0,closed,USA,CA,San Diego,san diego,3.0,2010-10-01
rooftop media,/company/rooftopcomedy,games_video,2500000.0,operating,USA,CA,SF Bay,san francisco,1.0,2005-09-01
primordial,/company/primordial,biotech,180000.0,operating,USA,CA,TBD,"del mar,",1.0,
x2tv,/company/x2tv,mobile,4500000.0,operating,ITA,,Rome,rome,1.0,
simpleregistry,/company/simpleregistry,web,300000.0,operating,USA,OH,Cincinnati,cincinnati,1.0,2011-01-01
skillshare,/company/skillshare,education,4650000.0,operating,USA,NY,New York,new york,3.0,2010-11-01
nest labs,/company/nest-labs,hardware,80000000.0,operating,USA,CA,SF Bay,palo alto,3.0,2010-05-25
vayavya labs,/company/vayavya-labs,software,1330000.0,operating,IND,,Belgaum,belgaum,2.0,2006-07-01
vertical wind energy,/company/vertical-wind-energy,cleantech,1285623.0,closed,GBR,,Prestwick,"prestwick, newcastle upon tyne",1.0,
good men media,/company/good-men-media,news,500000.0,operating,USA,MA,Boston,belmont,1.0,
inventure,/company/inventure,mobile,1200000.0,operating,USA,CA,Los Angeles,santa monica,1.0,2011-04-01
repregen,/company/repregen,biotech,1600000.0,operating,GBR,,London,london,1.0,
verastem,/company/verastem,biotech,70000000.0,ipo,USA,MA,Boston,boston,4.0,
compute,/company/compute,web,5000000.0,operating,USA,WA,Seattle,seattle,1.0,2005-02-03
mulesoft,/company/mulesource,enterprise,80500000.0,operating,USA,CA,SF Bay,san francisco,5.0,2006-06-01
gamook,/company/gamook,games_video,1500000.0,closed,USA,CA,SF Bay,menlo park,1.0,2008-01-01
jfrog,/company/jfrog-ltd,software,4500000.0,operating,ISR,,Netanya,netanya,2.0,2008-04-28
epic advertising,/company/epic-advertising,,48000000.0,closed,USA,NY,New York,new york,1.0,
beautylish,/company/beautylish,ecommerce,8500000.0,operating,USA,CA,SF Bay,san francisco,3.0,2010-02-01
rock flow dynamics,/company/rock-flow-dynamics,software,2000000.0,operating,RUS,,Moscow,moscow,1.0,
sequence,/company/sequence,ecommerce,870000.0,operating,USA,CA,SF Bay,san francisco,1.0,2011-01-01
tango health,/company/tango-health,web,8000000.0,operating,USA,TX,Austin,austin,3.0,2009-01-01
standing cloud,/company/standing-cloud,enterprise,10000003.0,acquired,USA,CO,Denver,boulder,5.0,2009-01-01
aisle411,/company/aisle411,mobile,11900000.0,operating,USA,MO,Saint Louis,st. louis,6.0,2008-01-01
simpa networks,/company/simpa-networks,cleantech,1100000.0,operating,USA,CA,SF Bay,san francisco,1.0,2010-03-17
dataguise,/company/dataguise,enterprise,16250000.0,operating,USA,CA,Los Angeles,westminster,2.0,2006-01-01
critique^it,/company/critique-it,software,600000.0,operating,USA,CA,Los Angeles,long beach,1.0,2008-10-20
jump on it,/company/jump-on-it,ecommerce,5000000.0,acquired,AUS,,Australia - Other,,1.0,
minerva biotechnologies,/company/minerva-biotechnologies,biotech,4600000.0,operating,USA,MA,Boston,waltham,1.0,
diagnosia,/company/diagnosia,search,1700000.0,operating,AUT,,Vienna,vienna,2.0,2011-02-01
fashinating,/company/fashinating,fashion,134102.0,operating,CYP,,Larnaka,larnaka,2.0,2009-09-01
vindicia,/company/vindicia,analytics,37600000.0,operating,USA,CA,SF Bay,belmont,5.0,2003-01-01
rackwise,/company/rackwise,software,2082200.0,operating,USA,CA,Sacramento,folsom,3.0,
nlyte software,/company/nlyte-software,software,12000000.0,operating,USA,CA,SF Bay,san mateo,2.0,2003-01-01
cartasite,/company/cartasite,mobile,6230899.0,operating,USA,CO,Denver,denver,3.0,2004-02-01
spotzot,/company/spotzot,advertising,2200000.0,operating,USA,CA,SF Bay,santa clara,2.0,2009-01-01
federated media,/company/federatedmedia,advertising,57450000.0,operating,USA,CA,SF Bay,san francisco,4.0,2005-01-01
vivacta,/company/vivacta,medical,6405539.0,closed,GBR,,Sittingbourne,"sittingbourne, kent",1.0,1991-01-01
content fleet,/company/content-fleet,advertising,3500000.0,operating,DEU,,Hamburg,hamburg,2.0,2010-10-01
wso2,/company/wso2,software,20500000.0,operating,USA,CA,SF Bay,palo alto,3.0,2005-08-01
crowd science,/company/crowd-science,web,2000000.0,operating,USA,CA,SF Bay,san jose,1.0,2007-12-01
exeger sweden ab,/company/exeger-sweden-ab,cleantech,2600000.0,operating,SWE,,Stockholm,stockholm,1.0,
healthedge software,/company/healthedge-software,software,21474966.0,operating,USA,MA,Boston,burlington,4.0,2004-01-01
signstorey,/company/signstorey,,18500000.0,acquired,USA,CT,Fairfield,fairfield,1.0,
faveous,/company/crazy-parrot-labs,web,170000.0,operating,FRA,,Paris,paris,1.0,2010-11-01
nivio,/company/nivio,enterprise,21000000.0,operating,IND,,Gurgoan,"gurgoan, new delhi",1.0,2004-12-14
objective logistics,/company/objective-logistics,software,9000000.0,operating,USA,MA,Boston,boston,4.0,2009-01-01
raditaz,/company/raditaz,music,150000.0,operating,USA,CT,Glastonbury,glastonbury,1.0,2009-01-01
top hat,/company/top-hat-monocle,mobile,12050840.0,operating,CAN,,Toronto,toronto,4.0,2009-03-17
skype,/company/skype,software,76805032.0,acquired,LUX,,Luxembourg City,luxembourg city,5.0,2003-08-01
gruburg,/company/gruburg,hospitality,3500.0,closed,,,unknown,,1.0,2010-08-01
dizzywood,/company/dizzywood,games_video,2000000.0,operating,USA,CA,California - Other,,2.0,2007-11-01
stik,/company/stik,web,2800000.0,operating,USA,MI,Detroit,detroit,2.0,2010-11-01
artsicle,/company/artsicle,ecommerce,390000.0,operating,USA,NY,New York,new york,1.0,2010-08-01
babelverse,/company/babelverse,web,190000.0,operating,GRC,,Athens,athens,2.0,2010-10-23
id8-mobile,/company/id8-mobile,mobile,875000.0,operating,USA,MA,Boston,natick,1.0,
escom,/company/escom,web,13000000.0,closed,,,unknown,,1.0,
torbit,/company/torbit,network_hosting,584988.0,acquired,USA,CA,California - Other,,1.0,2010-11-01
bumptop,/company/bumptop,software,1650000.0,acquired,CAN,,Toronto,toronto,1.0,2007-02-24
admantx,/company/admantx,advertising,4144400.0,operating,USA,CT,West Hartford,west hartford,2.0,2010-11-17
wilocity,/company/wilocity,semiconductor,55000000.0,operating,ISR,,Caesarea,caesarea,2.0,2007-01-01
dasan networks,/company/dasan-networks,network_hosting,23000000.0,operating,KOR,,Seongnam-si,"seongnam-si, gyeonggi-do",1.0,
dotspots,/company/dotspots,public_relations,300000.0,closed,USA,CA,Los Angeles,torrance,1.0,2007-09-01
binpress,/company/binpress,software,50000.0,operating,USA,CA,SF Bay,mountain view,2.0,2010-08-07
limbo,/company/limbo,mobile,27100000.0,operating,USA,CA,SF Bay,burlingame,4.0,2005-10-01
svpply,/company/svpply,web,550000.0,acquired,USA,NY,New York,new york,1.0,2009-10-01
scotty gear,/company/scotty-gear,fashion,2500.0,operating,USA,IL,Chicago,arlington heights,1.0,2003-02-10
chasing savings,/company/chasing-savings,advertising,500000.0,closed,USA,GA,Atlanta,alpharetta,1.0,2009-07-01
gigwalk,/company/gigwalk,web,7700000.0,operating,USA,CA,SF Bay,san francisco,2.0,2010-08-01
lionside,/company/lionside,games_video,1600000.0,acquired,USA,CA,SF Bay,san francisco,1.0,2009-01-01
gopollgo,/company/gopollgo,web,425000.0,acquired,USA,CA,SF Bay,palo alto,1.0,2011-01-01
cohesiveft,/company/cohesiveft,software,1204650.0,operating,USA,IL,Chicago,chicago,1.0,2006-07-01
bartermill.com,/company/bartermill-com,web,40000.0,operating,UKR,,Kyiv,kyiv,2.0,2011-11-01
yuilop,/company/yuilop,messaging,7117650.0,operating,ESP,,Barcelona,barcelona,2.0,2010-12-01
deltek,/company/deltek,software,2000019.0,ipo,USA,VA,Washington DC,herndon,1.0,1983-01-01
fisgo,/company/fisgo,search,2000000.0,operating,BRA,,Rio de Janeiro,rio de janeiro,1.0,2010-08-01
cosential,/company/cosential,software,250000.0,operating,USA,TX,Austin,austin,1.0,1997-01-01
danger room gaming,/company/danger-room-gaming,games_video,355000.0,closed,USA,CA,Los Angeles,los angeles,2.0,2009-12-01
halfbrick studios,/company/halfbrick-studios,games_video,3000000.0,operating,AUS,,SF Bay,"brisbane, qld",1.0,2001-01-01
galleon pharmaceuticals,/company/galleon-pharmaceuticals,biotech,11500000.0,operating,USA,PA,Philadelphia,horsham,2.0,
maven biotechnologies,/company/maven-biotechnologies,biotech,1960000.0,operating,USA,CA,Los Angeles,pasadena,1.0,
mce-5 development,/company/mce-5-development,cleantech,14116150.0,operating,FRA,,Lyon,lyon,1.0,
stemcyte,/company/stemcyte,health,2500000.0,operating,USA,CA,Los Angeles,covina,1.0,1997-01-01
quickolabs,/company/quicko-co,software,40000.0,operating,IND,,Bangalore,bangalore,1.0,2010-10-01
coworks,/company/coworks,web,1950000.0,operating,USA,,Stockholm,stockholm,2.0,2009-09-01
channeladvisor,/company/channeladvisor,search,75000000.0,ipo,USA,NC,Raleigh-Durham,morrisville,4.0,2001-07-01
kingsoft office,/company/kingsoft,software,50000000.0,operating,CHN,,Hong Kong,hong kong,1.0,1989-01-01
appconomy,/company/appconomy,mobile,24589183.0,operating,USA,TX,Austin,austin,6.0,2010-11-01
messagegears,/company/messagegears,messaging,625000.0,operating,USA,GA,Atlanta,atlanta,1.0,2010-06-11
ziplist,/company/ziplist,web,4500000.0,acquired,USA,VA,Washington DC,sterling,2.0,2010-01-01
geotender,/company/geotender,social,114000.0,operating,NLD,,Rotterdam,rotterdam,1.0,2010-06-01
ekso bionics,/company/berkeley-bionics,hardware,14069222.0,operating,GBR,,London,canary wharf,3.0,2005-01-01
ludia,/company/ludia,,1500000.0,operating,CAN,,Montreal,montreal,1.0,2007-03-15
brandyourself,/company/brandyourself,web,1500000.0,operating,USA,NY,New York,new york,2.0,2009-04-08
xention,/company/xention,biotech,12700000.0,operating,GBR,,Pampisford,"pampisford, cambridge",1.0,
aquamarine power,/company/aquamarine-power,cleantech,28306479.0,operating,GBR,,Edinburgh,edinburgh,2.0,
codemedia,/company/codemedia,mobile,60000.0,closed,BRA,,Recife,recife,1.0,2009-04-17
blue cod technologies,/company/blue-cod-technologies,software,13500000.0,operating,USA,MA,Boston,marlborough,5.0,2000-01-01
xatori,/company/xatori,software,400000.0,acquired,USA,CA,SF Bay,palo alto,1.0,2010-11-01
yap,/company/yap,messaging,12000000.0,operating,USA,SC,Fort Mill,fort mill,4.0,2006-05-10
vc4africa,/company/vc4africa,,2000000.0,operating,NLD,,Amsterdam,amsterdam,1.0,2008-05-01
cinetraffic,/company/cinetraffic,search,1000000.0,closed,FRA,,France - Other,,1.0,2009-09-01
azzurro semiconductors,/company/azzurro-semiconductors,semiconductor,19341550.0,operating,DEU,,Magdeburg,magdeburg,1.0,
site intelligence,/company/site-intelligence,software,7000000.0,operating,GBR,,Oxon,oxon,2.0,
semco engineering,/company/semco-engineering,semiconductor,5846400.0,operating,FRA,,cedex,"cedex 5, montpellier",1.0,
orckit communications,/company/orckit-communications,mobile,5000000.0,ipo,ISR,,Tel Aviv,tel aviv,1.0,
mantis deposition,/company/mantis-deposition,nanotech,4531915.0,operating,GBR,,Thame,"thame, oxon",1.0,
cardinal blue software,/company/cardinal-blue-software,web,2300000.0,operating,USA,CA,SF Bay,mountain view,1.0,2009-12-01
skorpios technologies,/company/skorpios-technologies,health,23000000.0,operating,USA,NM,Albuquerque,albuquerque,3.0,2009-01-01
pyreos,/company/pyreos,hardware,6030000.0,operating,GBR,,Edinburgh,edinburgh,2.0,2007-01-01
oceen,/company/oceen,health,13115.0,operating,DEU,,Hamburg,hamburg,1.0,2010-01-01
citivox,/company/citivox,other,180000.0,operating,MEX,,Mexico City,mexico city,1.0,2011-02-01
ipatter.com,/company/ipatter-com,web,811269.0,operating,GBR,,London,norwich,2.0,2009-11-29
metratec,/company/metratec,public_relations,340525.0,operating,DEU,,Magdeburg,magdeburg,1.0,2005-10-08
attask,/company/attask,enterprise,37000000.0,operating,USA,UT,Salt Lake City,lehi,3.0,2001-03-01
lanyrd,/company/lanyrd,web,1400000.0,acquired,GBR,,United Kingdom - Other,,1.0,
intensity analytics corporation,/company/intensity-analytics,enterprise,3500000.0,operating,USA,VA,Washington DC,warrenton,1.0,2010-08-25
knowledge adventure,/company/knowledge-adventure,games_video,26800000.0,operating,USA,CA,Los Angeles,torrance,2.0,1989-01-01
tizra,/company/tizra,enterprise,850000.0,operating,USA,RI,Providence,providence,2.0,2006-03-01
touristr,/company/touristr,web,736050.0,closed,,,unknown,,1.0,2006-05-01
havgul clean energy,/company/havgul-clean-energy,cleantech,8067250.0,operating,NOR,,Oslo,oslo,1.0,
directworx,/company/directworx,messaging,400000.0,operating,CAN,,Hamilton,hamilton,1.0,
keystone technology,/company/keystone-technology,hardware,1100.0,operating,JPN,,Kanagawa-ken,kanagawa-ken,1.0,2006-08-28
machine talker,/company/machine-talker,hardware,100000.0,operating,USA,CA,Santa Barbara,santa barbara,1.0,
mled,/company/mled,manufacturing,817954.0,operating,GBR,,Glasgow,glasgow,2.0,
alektrona,/company/alektrona,cleantech,710000.0,operating,USA,RI,Providence,providence,2.0,2004-01-01
oktalogic,/company/oktalogic,hardware,880530.0,operating,FRA,,Montpellier,montpellier,1.0,2005-01-01
oros,/company/oros,analytics,1030000.0,operating,FRA,,Meylan cedex,meylan cedex,1.0,
duvas technologies,/company/duvas-technologies,hardware,1408405.0,operating,USA,,Ashford,"ashford, kent",1.0,
sparkbuy,/company/sparkbuy,web,1000000.0,acquired,USA,WA,Seattle,seattle,1.0,2010-01-01
iqr consulting,/company/iqr-consulting,software,525000.0,operating,USA,CA,SF Bay,santa rosa,1.0,2007-01-01
clickandbuy,/company/clickandbuy,web,29972500.0,operating,DEU,,Cologne,cologne,3.0,2000-03-01
zoemob,/company/twt-digital,mobile,800000.0,operating,BRA,,Sao Paulo,sao paulo,2.0,2010-04-01
distribeo,/company/distribeo,mobile,2057820.0,operating,FRA,,Paris,paris,2.0,2009-09-15
weezim.com,/company/weezim-com,real_estate,290740.0,operating,,,unknown,,1.0,2008-10-02
alkami technology,/company/alkami-technology,software,6700000.0,operating,USA,TX,Dallas,plano,3.0,2009-11-01
onair3g,/company/onair3g,social,2000000.0,operating,RUS,,Russian Federation - Other,,1.0,2010-08-01
nfon,/company/nfon,consulting,5258400.0,operating,DEU,,Munich,munich,2.0,2007-01-01
eliassen group,/company/eliassen-group,consulting,14400000.0,operating,USA,MA,Boston,wakefield,1.0,
theravance,/company/theravance,biotech,129375000.0,ipo,USA,CA,SF Bay,south san francisco,1.0,
idenix pharmaceuticals,/company/idenix-pharmaceuticals,biotech,25000000.0,ipo,USA,MA,Boston,cambridge,2.0,
jumo,/company/jumo,social,3500000.0,acquired,USA,NY,New York,new york,1.0,2010-02-01
orangescape,/company/orangescape,enterprise,1000000.0,operating,IND,,Chennai,chennai,1.0,2003-12-01
février 46,/company/fvrier-46,advertising,72360.0,operating,FRA,,Paris,paris,2.0,2009-11-01
aframe,/company/aframe,enterprise,9850000.0,operating,GBR,,London,london,3.0,2009-03-01
bucketfeet,/company/bucketfeet,ecommerce,2160000.0,operating,USA,IL,Chicago,chicago,3.0,2011-02-18
supersonic imagine,/company/supersonic-imagine,medical,81305700.0,operating,FRA,,Aix-en-Provenc,aix-en-provenc,2.0,2005-01-01
groupflier,/company/groupflier,messaging,500000.0,operating,USA,MD,Washington DC,bethesda,1.0,2010-01-01
lightinthebox.com,/company/lightinthebox-com,ecommerce,35000000.0,ipo,CHN,,Beijing,beijing,1.0,2007-01-01
zygo corporation,/company/zygo-corporation,manufacturing,9000000.0,ipo,USA,CT,Middlefield,middlefield,1.0,
tripleseat,/company/tripleseat,hospitality,500000.0,operating,USA,MA,Boston,acton,1.0,
exfo,/company/exfo,network_hosting,6500000.0,operating,CAN,,Quebec,quebec,1.0,
wheely,/company/wheely,travel,25000.0,operating,GBR,,London,london,1.0,2010-01-01
lellan,/company/lellan,hardware,640000.0,operating,USA,CA,SF Bay,redwood city,4.0,2010-01-01
photosolar,/company/photosolar,cleantech,27000000.0,operating,DNK,,Taastrup,taastrup,1.0,2003-01-01
zamzee,/company/zamzee,health,1000000.0,operating,USA,,SF Bay,"redwood city,",1.0,2010-01-01
exogenesis,/company/exogenesis,biotech,3190000.0,operating,USA,MA,Boston,billerica,1.0,
tolerx,/company/tolerx,biotech,1500000.0,closed,USA,MA,Boston,cambridge,1.0,
youtube,/company/youtube,games_video,11500000.0,acquired,USA,CA,SF Bay,san bruno,2.0,2005-02-01
delivery agent,/company/deliveryagent,ecommerce,128091316.0,operating,USA,CA,SF Bay,san francisco,9.0,2001-01-01
startforce,/company/startforce,web,6000000.0,acquired,USA,CA,SF Bay,san francisco,2.0,2006-04-01
decade worldwide,/company/decade-worldwide,games_video,70000.0,closed,,,unknown,,1.0,2009-12-21
metail,/company/metail,fashion,3255239.0,operating,GBR,,London,london,1.0,2008-01-01
sympoz,/company/sympoz,education,21000000.0,operating,USA,CO,Denver,denver,2.0,2010-01-01
vidtel,/company/vidtel,mobile,4570840.0,operating,USA,CA,SF Bay,sunnyvale,1.0,2008-01-01
passwordbank,/company/passwordbank,software,3500000.0,acquired,USA,CA,SF Bay,sunnyvale,2.0,2008-01-01
rally software,/company/rally-software,enterprise,68850000.0,ipo,USA,CO,Denver,boulder,5.0,2001-01-01
food brasil,/company/food-brasil,hospitality,110000.0,operating,BRA,,Porto Alegre,porto alegre,1.0,2010-07-10
the library,/company/the-library,public_relations,472617.0,operating,SWE,,Stockholm,stockholm,1.0,2008-02-01
gochongo,/company/gochongo,web,175000.0,operating,USA,WA,Seattle,seattle,1.0,
fitocracy,/company/fitocracy,web,250000.0,operating,USA,NY,New York,new york,1.0,2010-10-01
dato capital,/company/dato-capital,finance,197550.0,operating,ESP,,Pozuelo de Alarcon,pozuelo de alarcon,1.0,2007-01-01
baublebar,/company/baublebar,fashion,5600000.0,operating,USA,NY,New York,new york,2.0,2011-01-01
intelliworks,/company/intelliworks,enterprise,22250000.0,acquired,USA,MD,Washington DC,bethesda,4.0,2004-12-01
brightsource energy,/company/brightsource-energy,cleantech,845000000.0,ipo,USA,CA,SF Bay,oakland,9.0,2004-01-01
isight partners,/company/isight-partners,security,9350000.0,operating,USA,TX,Dallas,dallas,1.0,2006-01-01
